A | סופרמרקט | department | depth 0 | path A | pathHe סופרמרקט | url https://www.shufersal.co.il/online/he/A
G141008 | מפות שולחן מעוצבות | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1410>G1301>G141008 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלים לבית ולמטבח GALA HOME > מפות שולחן מעוצבות | url https://www.shufersal.co.il/online/he/c/G141008
G130109 | מפות שולחן מעוצבות GALA HOME | leaf | parent G141008 מפות שולחן מעוצבות | depth 6 | path G>G14>G13>G1410>G1301>G141008>G130109 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלים לבית ולמטבח GALA HOME > מפות שולחן מעוצבות > מפות שולחן מעוצבות GALA HOME | url https://www.shufersal.co.il/online/he/c/G130109
G1303 | טקסטיל | depth4 | parent G1410 מוצרים למטבח | depth 4 | path G>G14>G13>G1410>G1303 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > טקסטיל | url https://www.shufersal.co.il/online/he/c/G1303
G141007 | מגבות מטבח | depth5 | parent G1303 טקסטיל | depth 5 | path G>G14>G13>G1410>G1303>G141007 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > טקסטיל > מגבות מטבח | url https://www.shufersal.co.il/online/he/c/G141007
G130308 | מגבות | leaf | parent G141007 מגבות מטבח | depth 6 | path G>G14>G13>G1410>G1303>G141007>G130308 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > טקסטיל > מגבות מטבח > מגבות | url https://www.shufersal.co.il/online/he/c/G130308
G1401 | כלי בישול | depth4 | parent G1410 מוצרים למטבח | depth 4 | path G>G14>G13>G1410>G1401 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול | url https://www.shufersal.co.il/online/he/c/G1401
G1301 | כלים לבית ולמטבח GALA HOME | depth5 | parent G1401 כלי בישול | depth 5 | path G>G14>G13>G1410>G1401>G1301 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול > כלים לבית ולמטבח GALA HOME | url https://www.shufersal.co.il/online/he/c/G1301
G141006 | מייבשי כלים | depth6 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 6 | path G>G14>G13>G1410>G1401>G1301>G141006 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול > כלים לבית ולמטבח GALA HOME > מייבשי כלים | url https://www.shufersal.co.il/online/he/c/G141006
G140105 | אביזרים למטבח | depth7 | parent G141006 מייבשי כלים | depth 7 | path G>G14>G13>G1410>G1401>G1301>G141006>G140105 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול > כלים לבית ולמטבח GALA HOME > מייבשי כלים > אביזרים למטבח | url https://www.shufersal.co.il/online/he/c/G140105
G130111 | עגלות מטבח | depth8 | parent G140105 אביזרים למטבח | depth 8 | path G>G14>G13>G1410>G1401>G1301>G141006>G140105>G130111 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול > כלים לבית ולמטבח GALA HOME > מייבשי כלים > אביזרים למטבח > עגלות מטבח | url https://www.shufersal.co.il/online/he/c/G130111
G130103 | אביזרי נוי ועיצוב לבית ולסלון | leaf | parent G130111 עגלות מטבח | depth 9 | path G>G14>G13>G1410>G1401>G1301>G141006>G140105>G130111>G130103 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי בישול > כלים לבית ולמטבח GALA HOME > מייבשי כלים > אביזרים למטבח > עגלות מטבח > אביזרי נוי ועיצוב לבית ולסלון | url https://www.shufersal.co.il/online/he/c/G130103
G1304 | מוצרי ריהוט וסטיילינג לבית | depth4 | parent G1410 מוצרים למטבח | depth 4 | path G>G14>G13>G1410>G1304 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > מוצרי ריהוט וסטיילינג לבית | url https://www.shufersal.co.il/online/he/c/G1304
G141001 | פחים למטבח | depth5 | parent G1304 מוצרי ריהוט וסטיילינג לבית | depth 5 | path G>G14>G13>G1410>G1304>G141001 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > מוצרי ריהוט וסטיילינג לבית > פחים למטבח | url https://www.shufersal.co.il/online/he/c/G141001
G130403 | אביזרים לאמבטיה / שירותים | leaf | parent G141001 פחים למטבח | depth 6 | path G>G14>G13>G1410>G1304>G141001>G130403 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > מוצרי ריהוט וסטיילינג לבית > פחים למטבח > אביזרים לאמבטיה / שירותים | url https://www.shufersal.co.il/online/he/c/G130403
G1402 | כלי אירוח והגשה | depth4 | parent G1410 מוצרים למטבח | depth 4 | path G>G14>G13>G1410>G1402 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה | url https://www.shufersal.co.il/online/he/c/G1402
G1301 | כלים לבית ולמטבח GALA HOME | depth5 | parent G1402 כלי אירוח והגשה | depth 5 | path G>G14>G13>G1410>G1402>G1301 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME | url https://www.shufersal.co.il/online/he/c/G1301
G141002 | קופסאות אחסון פלסטיק | depth6 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 6 | path G>G14>G13>G1410>G1402>G1301>G141002 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > קופסאות אחסון פלסטיק | url https://www.shufersal.co.il/online/he/c/G141002
G140209 | כלי במבוק, מלמין, אקריל | depth7 | parent G141002 קופסאות אחסון פלסטיק | depth 7 | path G>G14>G13>G1410>G1402>G1301>G141002>G140209 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > קופסאות אחסון פלסטיק > כלי במבוק, מלמין, אקריל | url https://www.shufersal.co.il/online/he/c/G140209
G130112 | צנצנות בקבוקים וכלי אחסון | depth8 | parent G140209 כלי במבוק, מלמין, אקריל | depth 8 | path G>G14>G13>G1410>G1402>G1301>G141002>G140209>G130112 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > קופסאות אחסון פלסטיק > כלי במבוק, מלמין, אקריל > צנצנות בקבוקים וכלי אחסון | url https://www.shufersal.co.il/online/he/c/G130112
G130101 | כלים לבישול ולאפיה | leaf | parent G130112 צנצנות בקבוקים וכלי אחסון | depth 9 | path G>G14>G13>G1410>G1402>G1301>G141002>G140209>G130112>G130101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > מוצרים למטבח > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > קופסאות אחסון פלסטיק > כלי במבוק, מלמין, אקריל > צנצנות בקבוקים וכלי אחסון > כלים לבישול ולאפיה | url https://www.shufersal.co.il/online/he/c/G130101
G1401 | כלי בישול | depth3 | parent G13 GALA HOME | depth 3 | path G>G14>G13>G1401 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול | url https://www.shufersal.co.il/online/he/c/G1401
G1301 | כלים לבית ולמטבח GALA HOME | depth4 | parent G1401 כלי בישול | depth 4 | path G>G14>G13>G1401>G1301 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME | url https://www.shufersal.co.il/online/he/c/G1301
G140105 | אביזרים למטבח | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1401>G1301>G140105 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > אביזרים למטבח | url https://www.shufersal.co.il/online/he/c/G140105
G130101 | כלים לבישול ולאפיה | leaf | parent G140105 אביזרים למטבח | depth 6 | path G>G14>G13>G1401>G1301>G140105>G130101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > אביזרים למטבח > כלים לבישול ולאפיה | url https://www.shufersal.co.il/online/he/c/G130101
G130103 | אביזרי נוי ועיצוב לבית ולסלון | leaf | parent G140105 אביזרים למטבח | depth 6 | path G>G14>G13>G1401>G1301>G140105>G130103 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > אביזרים למטבח > אביזרי נוי ועיצוב לבית ולסלון | url https://www.shufersal.co.il/online/he/c/G130103
G140101 | סירים | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1401>G1301>G140101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > סירים | url https://www.shufersal.co.il/online/he/c/G140101
G130101 | כלים לבישול ולאפיה | leaf | parent G140101 סירים | depth 6 | path G>G14>G13>G1401>G1301>G140101>G130101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > סירים > כלים לבישול ולאפיה | url https://www.shufersal.co.il/online/he/c/G130101
G140102 | מחבתות | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1401>G1301>G140102 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > מחבתות | url https://www.shufersal.co.il/online/he/c/G140102
G130101 | כלים לבישול ולאפיה | leaf | parent G140102 מחבתות | depth 6 | path G>G14>G13>G1401>G1301>G140102>G130101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי בישול > כלים לבית ולמטבח GALA HOME > מחבתות > כלים לבישול ולאפיה | url https://www.shufersal.co.il/online/he/c/G130101
G1402 | כלי אירוח והגשה | depth3 | parent G13 GALA HOME | depth 3 | path G>G14>G13>G1402 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה | url https://www.shufersal.co.il/online/he/c/G1402
G1301 | כלים לבית ולמטבח GALA HOME | depth4 | parent G1402 כלי אירוח והגשה | depth 4 | path G>G14>G13>G1402>G1301 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME | url https://www.shufersal.co.il/online/he/c/G1301
G140203 | כוסות לשתיה חמה/קרה | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1402>G1301>G140203 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > כוסות לשתיה חמה/קרה | url https://www.shufersal.co.il/online/he/c/G140203
G130102 | כלי אירוח והגשה מעוצבים | leaf | parent G140203 כוסות לשתיה חמה/קרה | depth 6 | path G>G14>G13>G1402>G1301>G140203>G130102 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > כוסות לשתיה חמה/קרה > כלי אירוח והגשה מעוצבים | url https://www.shufersal.co.il/online/he/c/G130102
G130101 | כלים לבישול ולאפיה | leaf | parent G140203 כוסות לשתיה חמה/קרה | depth 6 | path G>G14>G13>G1402>G1301>G140203>G130101 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > כוסות לשתיה חמה/קרה > כלים לבישול ולאפיה | url https://www.shufersal.co.il/online/he/c/G130101
G140206 | קנקנים | depth5 | parent G1301 כלים לבית ולמטבח GALA HOME | depth 5 | path G>G14>G13>G1402>G1301>G140206 | pathHe הקניון-הכל לבית > מטבח, אירוח וחד פעמי > GALA HOME > כלי אירוח והגשה > כלים לבית ולמטבח GALA HOME > קנקנים | url https://www.shufersal.co.il/online/he/c/G140206
